,x,y,target
0,-34.89247512817383,-16.76175308227539,1.0
1,-7.763332366943359,29.800029754638672,0.0
2,-3.009948492050171,-15.999907493591309,1.0
3,21.20036506652832,-35.003700256347656,0.0
4,31.423147201538086,-4.084994792938232,0.0
5,37.12716293334961,25.49152946472168,1.0
6,-46.94277572631836,-8.232280731201172,1.0
7,25.48703384399414,4.2188262939453125,0.0
8,-31.6742000579834,34.772850036621094,1.0
9,-12.348971366882324,-22.189393997192383,1.0
10,-53.08879852294922,-1.7145068645477295,1.0
11,-4.899592399597168,21.21209716796875,0.0
12,47.89303207397461,-18.168724060058594,0.0
13,19.003034591674805,-23.924514770507812,1.0
14,27.051128387451172,1.8015050888061523,0.0
15,-31.187393188476562,17.9815731048584,1.0
16,22.301055908203125,-38.217437744140625,1.0
17,-31.2799129486084,18.191537857055664,0.0
18,-32.94099044799805,30.28557777404785,0.0
19,-29.24290657043457,-49.67057418823242,0.0
20,50.49330139160156,-20.206693649291992,0.0
21,27.773704528808594,0.711949348449707,0.0
22,-4.123039245605469,-2.878967523574829,1.0
23,-7.301420211791992,30.777624130249023,1.0
24,32.92670440673828,-55.660560607910156,1.0
25,27.892242431640625,0.5306385159492493,0.0
26,33.868412017822266,-6.720465183258057,0.0
27,-3.867154836654663,-57.049476623535156,0.0
28,44.96785354614258,-15.904428482055664,0.0
29,26.032007217407227,-45.730018615722656,1.0
30,5.481276988983154,42.32840347290039,0.0
31,19.28736686706543,-26.2579345703125,1.0
32,-40.103702545166016,-13.494208335876465,0.0
33,55.08578109741211,-23.226696014404297,0.0
34,-30.870906829833984,36.720909118652344,1.0
35,-13.48668098449707,-22.406269073486328,1.0
36,14.044920921325684,15.929075241088867,0.0
37,-31.73893928527832,34.603172302246094,0.0
38,-17.585573196411133,53.20684051513672,0.0
39,36.22795104980469,29.927106857299805,1.0
40,43.87607192993164,-15.05895709991455,0.0
41,23.898048400878906,-41.50377655029297,1.0
42,2.885859727859497,17.70888900756836,1.0
43,-27.375253677368164,42.774810791015625,0.0
44,8.363256454467773,17.17561149597168,0.0
45,-24.869871139526367,9.515962600708008,0.0
46,-25.473861694335938,-53.57195281982422,0.0
47,22.48771095275879,-38.38521194458008,1.0
48,-29.646099090576172,39.169002532958984,0.0
49,34.45004653930664,33.753719329833984,1.0
50,-55.5814208984375,2.360180377960205,1.0
51,35.825347900390625,31.289289474487305,1.0
52,7.524946212768555,43.12912368774414,0.0
53,-22.27222442626953,-56.541690826416016,0.0
54,-21.035947799682617,-57.47811508178711,0.0
55,3.8338305950164795,41.6240119934082,0.0
56,36.07026290893555,-8.815402030944824,0.0
57,-7.231630325317383,-59.214576721191406,0.0
58,18.81802749633789,-20.949323654174805,1.0
59,-10.78076457977295,-21.737546920776367,1.0
60,-24.004535675048828,-21.41342544555664,1.0
61,-25.9482421875,-53.06130599975586,0.0
62,-42.45174026489258,-11.770277976989746,1.0
63,28.436201095581055,41.6353645324707,1.0
64,21.38491439819336,10.543521881103516,0.0
65,-37.28327178955078,-15.225505828857422,1.0
66,-5.9350175857543945,-19.220569610595703,1.0
67,3.506131649017334,-45.28730010986328,0.0
68,-31.9188289642334,34.13040542602539,0.0
69,-37.26679611206055,-15.560763359069824,1.0
70,-15.063860893249512,-59.913352966308594,0.0
71,31.24244499206543,-3.8931634426116943,0.0
72,6.99437141418457,43.16677474975586,0.0
73,19.707693099975586,-28.835561752319336,1.0
74,9.017778396606445,17.120140075683594,0.0
75,-26.082090377807617,44.556968688964844,0.0
76,20.869144439697266,-34.55984878540039,1.0
77,23.989585876464844,-41.69374084472656,1.0
78,36.86225891113281,26.873889923095703,1.0
79,17.875526428222656,14.042922973632812,0.0
80,6.836729049682617,42.48388671875,0.0
81,59.6221923828125,1.505081057548523,1.0
82,26.044097900390625,-45.748416900634766,1.0
83,18.850696563720703,-21.78455352783203,1.0
84,27.52159881591797,1.0849647521972656,0.0
85,46.37327575683594,-16.991865158081055,0.0
86,25.43204116821289,4.3328471183776855,0.0
87,30.718029022216797,-3.256305694580078,0.0
88,48.94135284423828,14.125258445739746,0.0
89,11.521523475646973,16.575159072875977,0.0
90,35.85145568847656,30.480722427368164,1.0
91,-29.30211067199707,-49.14936828613281,0.0
92,-18.108949661254883,4.6790771484375,0.0
93,6.836729049682617,42.48388671875,0.0
94,-51.77773666381836,-3.641735792160034,1.0
95,21.05512046813965,-34.0030517578125,1.0
96,-23.9698429107666,-55.07756805419922,0.0
97,-6.738677978515625,-58.880611419677734,0.0
98,-6.507414817810059,23.580385208129883,1.0
99,-32.41981887817383,21.423851013183594,1.0
100,24.07553482055664,6.525672435760498,0.0
101,-7.216132164001465,-59.00669479370117,0.0
102,55.43052673339844,7.304503440856934,0.0
103,1.070656180381775,18.106916427612305,1.0
104,-7.879752159118652,-20.520605087280273,1.0
105,24.757057189941406,-43.30638122558594,1.0
106,-36.48788833618164,-15.858793258666992,1.0
107,20.492782592773438,-32.53874206542969,1.0
108,-20.633451461791992,50.48358917236328,0.0
109,-1.886016845703125,-6.668387413024902,0.0
110,50.326995849609375,-20.072601318359375,0.0
111,-16.628807067871094,4.107577323913574,0.0
112,53.00053405761719,10.144015312194824,0.0
113,-8.841450691223145,-59.664737701416016,0.0
114,-15.26718807220459,-59.8795051574707,0.0
115,-30.11635398864746,-47.48701858520508,0.0
116,-3.049213409423828,19.700105667114258,0.0
117,-41.80908966064453,-12.319518089294434,1.0
118,-27.557992935180664,12.27803897857666,0.0
119,-22.46011734008789,48.671573638916016,1.0
120,-3.770857095718384,61.33444595336914,0.0
121,32.533756256103516,-5.33551549911499,0.0
122,26.85948944091797,-47.36848449707031,1.0
123,-11.63006591796875,57.583919525146484,0.0
124,32.43150329589844,-55.16064453125,1.0
125,10.819548606872559,16.88181495666504,0.0
126,-25.70872688293457,45.09202194213867,0.0
127,17.948707580566406,13.862791061401367,0.0
128,25.59587287902832,-44.9077033996582,1.0
129,36.199867248535156,30.432992935180664,1.0
130,-20.62049102783203,50.496849060058594,0.0
131,51.61738967895508,-21.093875885009766,0.0
132,17.507314682006836,14.23202133178711,0.0
133,-20.430713653564453,50.692413330078125,0.0
134,36.41835021972656,-9.142651557922363,0.0
135,37.12957763671875,25.536720275878906,1.0
136,47.592891693115234,-17.94060516357422,0.0
137,-7.390390396118164,29.700580596923828,0.0
138,-0.5672215223312378,39.1407356262207,0.0
139,31.079479217529297,-53.73804473876953,0.0
140,50.63932800292969,-20.32185173034668,0.0
141,24.513765335083008,5.473962306976318,0.0
142,-32.20094680786133,33.312496185302734,0.0
143,1.9452753067016602,40.679046630859375,0.0
144,-32.486907958984375,32.34699249267578,1.0
145,-7.480467319488525,26.478790283203125,0.0
146,-23.09873390197754,-21.632946014404297,1.0
147,-42.80449676513672,-11.828499794006348,1.0
148,19.068098068237305,-24.589189529418945,0.0
149,-57.04616165161133,5.666430473327637,1.0
150,-35.010597229003906,-16.703929901123047,1.0
151,21.16971778869629,-34.14442443847656,1.0
152,18.43648910522461,13.484808921813965,0.0
153,-15.071730613708496,3.359961986541748,0.0
154,-2.0796594619750977,19.206789016723633,0.0
155,-4.361897945404053,-2.401235342025757,0.0
156,-12.427848815917969,57.07685470581055,0.0
157,6.836729049682617,42.48388671875,0.0
158,-6.744837284088135,60.04847717285156,0.0
159,-30.158065795898438,38.256126403808594,1.0
160,-5.340165138244629,-1.829666256904602,1.0
161,-52.07950973510742,-3.0130887031555176,1.0
162,-20.21707534790039,-22.176868438720703,1.0
163,-24.32488441467285,-21.331438064575195,1.0
164,-57.89145278930664,7.411553382873535,1.0
165,-7.5396013259887695,30.209327697753906,0.0
166,-7.547106742858887,26.919240951538086,0.0
167,24.822288513183594,5.0626540184021,0.0
168,22.254823684692383,-38.095333099365234,1.0
169,-24.594924926757812,46.3903694152832,0.0
170,48.664390563964844,14.402467727661133,0.0
171,-32.04143142700195,33.78448486328125,0.0
172,-36.49392318725586,-15.854726791381836,1.0
173,26.227338790893555,43.64147186279297,1.0
174,-12.233864784240723,-60.15873336791992,0.0
175,42.06447219848633,-13.669774055480957,0.0
176,22.632293701171875,8.716948509216309,0.0
177,48.615440368652344,14.441885948181152,1.0
178,-2.324995756149292,37.816898345947266,1.0
179,-5.7176079750061035,22.203989028930664,0.0
180,-6.790348052978516,-20.098386764526367,0.0
181,-3.871933698654175,-57.05339050292969,0.0
182,-11.244195938110352,57.80770492553711,0.0
183,-16.380935668945312,3.984400987625122,0.0
184,0.15801726281642914,-52.29587173461914,1.0
185,-13.34338092803955,56.46369171142578,0.0
186,18.8147029876709,-20.837615966796875,1.0
187,26.17988395690918,-45.9968376159668,1.0
188,26.28728675842285,43.58906555175781,1.0
189,11.560900688171387,16.912630081176758,0.0
190,-7.883397102355957,-59.55253219604492,0.0
191,-22.392431259155273,-56.443214416503906,0.0
192,-35.010597229003906,-16.70393180847168,1.0
193,22.22960090637207,-37.61715316772461,1.0
194,-4.4035162925720215,-17.831663131713867,0.0
195,-58.170257568359375,7.932751655578613,1.0
196,-19.77174186706543,51.3042106628418,0.0
197,-24.04753875732422,-55.00197982788086,0.0
198,1.0035285949707031,-50.766815185546875,0.0
199,18.84877586364746,-21.723337173461914,0.0
200,-21.875595092773438,-21.91210174560547,0.0
201,28.54982566833496,-0.4163534641265869,1.0
202,-14.924407005310059,-22.552032470703125,1.0
203,-57.976566314697266,8.961980819702148,1.0
204,-7.0811614990234375,31.342483520507812,0.0
205,-3.6823418140411377,20.14344596862793,0.0
206,2.5652458667755127,-47.01521682739258,0.0
207,-4.207324981689453,-17.608163833618164,1.0
208,-36.789466857910156,-15.686043739318848,1.0
209,-18.694049835205078,-58.749244689941406,0.0
210,46.98029327392578,-17.46718978881836,0.0
211,-32.427101135253906,-18.062339782714844,1.0
